title,category,price_gbp,rating,in_stock,product_url,budget_quality,value_score
The Widow,Mystery,27.259999999999998,2,TRUE,https://books.toscrape.com/catalogue/the-widow_609/index.html,FALSE,0.07336757153338225
Playing with Fire,Mystery,13.709999999999999,3,TRUE,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,FALSE,0.21881838074398252
What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,25.37,5,TRUE,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,FALSE,0.19708316909735907
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,52.3,5,TRUE,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,FALSE,0.09560229445506693
Delivering the Truth (Quaker Midwife Mystery #1),Mystery,20.89,4,TRUE,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,FALSE,0.19147917663954045
The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,24.8,4,TRUE,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,FALSE,0.16129032258064516
In the Woods (Dublin Murder Squad #1),Mystery,38.379999999999995,2,TRUE,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,FALSE,0.052110474205315276
The Silkworm (Cormoran Strike #2),Mystery,23.05,5,TRUE,https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html,FALSE,0.21691973969631237
The Exiled,Mystery,43.449999999999996,3,TRUE,https://books.toscrape.com/catalogue/the-exiled_247/index.html,FALSE,0.06904487917146146
The Cuckoo's Calling (Cormoran Strike #1),Mystery,19.21,1,TRUE,https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,FALSE,0.052056220718375845
Extreme Prey (Lucas Davenport #26),Mystery,25.4,3,TRUE,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,FALSE,0.11811023622047245
Career of Evil (Cormoran Strike #3),Mystery,24.72,2,TRUE,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,FALSE,0.08090614886731393
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,57.7,4,TRUE,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,FALSE,0.06932409012131716
The Girl You Lost,Mystery,12.29,5,TRUE,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html,TRUE,0.40683482506102525
The Girl In The Ice (DCI Erika Foster #1),Mystery,15.850000000000001,3,TRUE,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html,FALSE,0.1892744479495268
Blood Defense (Samantha Brinkman #1),Mystery,20.3,3,TRUE,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html,FALSE,0.14778325123152708
1st to Die (Women's Murder Club #1),Mystery,53.98,1,TRUE,https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html,FALSE,0.018525379770285292
Tipping the Velvet,Historical Fiction,53.74,1,TRUE,https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html,FALSE,0.018608113137327874
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,29.69,3,TRUE,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,FALSE,0.10104412260020208
A Flight of Arrows (The Pathfinders #2),Historical Fiction,55.53,5,TRUE,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,FALSE,0.09004141905276428
The House by the Lake,Historical Fiction,36.949999999999996,1,TRUE,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,FALSE,0.027063599458728015
Mrs. Houdini,Historical Fiction,30.25,5,TRUE,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,FALSE,0.1652892561983471
The Marriage of Opposites,Historical Fiction,28.08,4,TRUE,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,FALSE,0.14245014245014245
Glory over Everything: Beyond The Kitchen House,Historical Fiction,45.839999999999996,3,TRUE,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,FALSE,0.06544502617801047
"Love, Lies and Spies",Historical Fiction,20.55,2,TRUE,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,FALSE,0.097323600973236
A Paris Apartment,Historical Fiction,39.01,4,TRUE,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,FALSE,0.10253781081773905
Lilac Girls,Historical Fiction,17.279999999999998,2,TRUE,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,FALSE,0.11574074074074076
The Constant Princess (The Tudor Court #1),Historical Fiction,16.62,3,TRUE,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,FALSE,0.18050541516245486
The Invention of Wings,Historical Fiction,37.339999999999996,1,TRUE,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,FALSE,0.026780931976432783
World Without End (The Pillars of the Earth #2),Historical Fiction,32.97,4,TRUE,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,FALSE,0.12132241431604489
The Passion of Dolssa,Historical Fiction,28.32,5,TRUE,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,FALSE,0.1765536723163842
Girl With a Pearl Earring,Historical Fiction,26.77,1,TRUE,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,FALSE,0.03735524841240194
Voyager (Outlander #3),Historical Fiction,21.07,5,TRUE,https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html,FALSE,0.23730422401518747
The Red Tent,Historical Fiction,35.660000000000004,5,TRUE,https://books.toscrape.com/catalogue/the-red-tent_273/index.html,FALSE,0.14021312394840155
The Last Painting of Sara de Vos,Historical Fiction,55.55,2,TRUE,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,FALSE,0.036003600360036005
The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,49.53,1,TRUE,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,FALSE,0.020189783969311526
Girl in the Blue Coat,Historical Fiction,46.83,2,TRUE,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,FALSE,0.04270766602605168
Between Shades of Gray,Historical Fiction,20.79,5,TRUE,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html,FALSE,0.24050024050024052
While You Were Mine,Historical Fiction,41.32,5,TRUE,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html,FALSE,0.12100677637947725
The Secret Healer,Historical Fiction,34.56,3,TRUE,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html,FALSE,0.08680555555555555
Starlark,Historical Fiction,25.830000000000002,3,TRUE,https://books.toscrape.com/catalogue/starlark_56/index.html,FALSE,0.11614401858304296
Lost Among the Living,Historical Fiction,27.7,4,TRUE,https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html,FALSE,0.1444043321299639
A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,16.97,5,TRUE,https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html,TRUE,0.29463759575721865
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Sequential Art,52.290000000000006,5,TRUE,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,FALSE,0.09562057754828839
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,16.279999999999998,1,TRUE,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,FALSE,0.061425061425061434
This One Summer,Sequential Art,19.49,4,TRUE,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,TRUE,0.20523345305284763
The Nameless City (The Nameless City #1),Sequential Art,38.160000000000004,4,TRUE,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,FALSE,0.10482180293501048
"Saga, Volume 5 (Saga (Collected Editions) #5)",Sequential Art,51.04,2,TRUE,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,FALSE,0.03918495297805643
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,50.4,3,TRUE,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,FALSE,0.05952380952380953
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Sequential Art,13.61,5,TRUE,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,TRUE,0.36737692872887584
"Pop Gun War, Volume 1: Gift",Sequential Art,18.97,1,TRUE,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,FALSE,0.05271481286241434
Patience,Sequential Art,10.16,3,TRUE,https://books.toscrape.com/catalogue/patience_916/index.html,FALSE,0.2952755905511811
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Sequential Art,15.44,4,TRUE,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,TRUE,0.2590673575129534
orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,48.41,1,TRUE,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,FALSE,0.020656889072505683
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,46.91,2,TRUE,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,FALSE,0.04263483265828182
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,45.61,3,TRUE,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,FALSE,0.065775049331287
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,19.919999999999998,2,TRUE,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,FALSE,0.10040160642570282
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Sequential Art,29.17,2,TRUE,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,FALSE,0.06856359273225916
I am a Hero Omnibus Volume 1,Sequential Art,54.63,3,TRUE,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,FALSE,0.05491488193300384
"Giant Days, Vol. 2 (Giant Days #5-8)",Sequential Art,22.110000000000003,2,TRUE,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,FALSE,0.09045680687471731
Danganronpa Volume 1,Sequential Art,51.99,4,TRUE,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,FALSE,0.07693787266782073
"Codename Baboushka, Volume 1: The Conclave of Death",Sequential Art,36.720000000000006,4,TRUE,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,FALSE,0.10893246187363832
Camp Midnight,Sequential Art,17.08,4,TRUE,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,TRUE,0.234192037470726
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Sequential Art,37.92,2,TRUE,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,FALSE,0.05274261603375527
The Shadow Hero (The Shadow Hero),Sequential Art,33.14,1,TRUE,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,FALSE,0.030175015087507542
"Fables, Vol. 1: Legends in Exile (Fables #1)",Sequential Art,41.620000000000005,4,TRUE,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,FALSE,0.09610764055742431
Batman: The Long Halloween (Batman),Sequential Art,36.5,2,TRUE,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,FALSE,0.0547945205479452
Batman: The Dark Knight Returns (Batman),Sequential Art,15.38,5,TRUE,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,TRUE,0.3250975292587776
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Sequential Art,37.339999999999996,4,TRUE,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,FALSE,0.10712372790573113
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Sequential Art,53.9,1,TRUE,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,FALSE,0.01855287569573284
Through the Woods,Sequential Art,25.38,2,TRUE,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,FALSE,0.07880220646178093
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,11.89,5,TRUE,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,TRUE,0.42052144659377627
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,35.43,4,TRUE,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,FALSE,0.11289867344058707
Robin War,Sequential Art,47.82,3,TRUE,https://books.toscrape.com/catalogue/robin-war_730/index.html,FALSE,0.06273525721455459
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,25.479999999999997,2,TRUE,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,FALSE,0.0784929356357928
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,38.39,2,TRUE,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,FALSE,0.05209690023443605
Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,51.51,2,TRUE,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,FALSE,0.03882741215298
El Deafo,Sequential Art,57.620000000000005,5,TRUE,https://books.toscrape.com/catalogue/el-deafo_691/index.html,FALSE,0.08677542519958348
Batman: Europa,Sequential Art,32.01,2,TRUE,https://books.toscrape.com/catalogue/batman-europa_668/index.html,FALSE,0.062480474851608875
Art Ops Vol. 1,Sequential Art,48.8,3,TRUE,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,FALSE,0.06147540983606558
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,10.9,2,TRUE,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,FALSE,0.18348623853211007
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Sequential Art,33.949999999999996,4,TRUE,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,FALSE,0.11782032400589103
Roller Girl,Sequential Art,14.1,5,TRUE,https://books.toscrape.com/catalogue/roller-girl_540/index.html,TRUE,0.3546099290780142
"Fruits Basket, Vol. 7 (Fruits Basket #7)",Sequential Art,19.57,1,TRUE,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,FALSE,0.05109862033725089
"Fruits Basket, Vol. 6 (Fruits Basket #6)",Sequential Art,20.959999999999997,4,TRUE,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,FALSE,0.19083969465648856
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Sequential Art,36.39,3,TRUE,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,FALSE,0.08244023083264633
"Fruits Basket, Vol. 5 (Fruits Basket #5)",Sequential Art,16.330000000000002,1,TRUE,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,FALSE,0.06123698714023269
"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,52.41,1,TRUE,https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,FALSE,0.019080328181644724
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,27.88,2,TRUE,https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,FALSE,0.07173601147776183
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,50.44,4,TRUE,https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,FALSE,0.07930214115781127
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,14.41,3,TRUE,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,FALSE,0.2081887578070784
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,55.55,5,TRUE,https://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,FALSE,0.09000900090009001
"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,21.57,5,TRUE,https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,FALSE,0.23180343069077422
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,43.63,3,TRUE,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,FALSE,0.068760027504011
Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,39.13,1,TRUE,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,FALSE,0.02555583950932788
Original Fake,Sequential Art,31.45,3,TRUE,https://books.toscrape.com/catalogue/original-fake_203/index.html,FALSE,0.09538950715421304
"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,42.720000000000006,1,TRUE,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,FALSE,0.02340823970037453
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,45.17,2,TRUE,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,FALSE,0.044277175116227585
"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,49.309999999999995,1,TRUE,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,FALSE,0.020279862096937742
Awkward,Sequential Art,38.02,2,TRUE,https://books.toscrape.com/catalogue/awkward_124/index.html,FALSE,0.052603892688058915
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,54.809999999999995,1,TRUE,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,FALSE,0.01824484583105273
"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,11.75,3,TRUE,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,FALSE,0.2553191489361702
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,11.639999999999999,5,TRUE,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,TRUE,0.429553264604811
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,18.51,4,TRUE,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,TRUE,0.21609940572663425
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,36.52,2,TRUE,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,FALSE,0.054764512595837894
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,54.120000000000005,3,TRUE,https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,FALSE,0.05543237250554323
The Complete Maus (Maus #1-2),Sequential Art,10.639999999999999,3,TRUE,https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html,FALSE,0.2819548872180451
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,42.120000000000005,3,TRUE,https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html,FALSE,0.07122507122507121
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,28.479999999999997,1,TRUE,https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html,FALSE,0.0351123595505618
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,46.96,5,TRUE,https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,FALSE,0.10647359454855196
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,21.71,4,TRUE,https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html,FALSE,0.18424689083371718
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,29.87,3,TRUE,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,FALSE,0.1004352192835621
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,39.39,4,TRUE,https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,FALSE,0.10154861640010154
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,45.24,3,TRUE,https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,FALSE,0.0663129973474801
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,56.760000000000005,4,TRUE,https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html,FALSE,0.07047216349541931
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,40.28,5,TRUE,https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html,FALSE,0.12413108242303872
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,34.65,5,TRUE,https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,FALSE,0.14430014430014432
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,57.06,4,TRUE,https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,FALSE,0.07010164738871363
